date_of_birth_year,Age in Last Interview,height_cm,weight_kg,education_level,date_of_birth_month
1980,26.0,128.4,23.3,3.0,7
1980,26.0,128.4,23.3,3.0,7
1952,55.0,166.5,62.5,3.0,12
1978,29.0,153.0,47.1,3.0,5
1978,29.0,153.0,47.1,3.0,5
1985,22.0,110.5,17.8,3.0,11
1985,22.0,110.5,17.8,3.0,11
1987,20.0,101.8,15.9,3.0,4
1991,16.0,78.9,8.9,3.0,8
1991,16.0,78.9,8.9,3.0,8
1963,44.0,147.8,46.9,1.0,8
1983,22.0,117.8,20.5,2.0,6
1986,20.0,111.1,16.2,2.0,11
1986,20.0,111.1,16.2,2.0,11
1992,16.0,80.1,10.4,2.0,2
1983,24.0,124.6,25.6,2.0,3
1983,24.0,124.6,25.6,2.0,3
1986,21.0,102.8,16.2,2.0,10
1986,21.0,102.8,16.2,2.0,10
1992,15.0,70.6,8.1,2.0,11
1955,54.0,159.4,51.8,1.0,12
1979,27.0,147.6,41.2,3.0,7
1986,21.0,111.3,17.7,3.0,10
1986,21.0,111.3,17.7,3.0,10
1988,19.0,103.5,16.7,3.0,11
1988,19.0,103.5,16.7,3.0,11
1986,21.0,110.8,15.9,1.0,6
1986,21.0,110.8,15.9,1.0,6
1990,17.0,90.1,10.9,1.0,9
1990,17.0,90.1,10.9,1.0,9
1960,41.0,155.5,62.0,2.0,3
1980,20.0,146.8,35.4,3.0,9
1980,20.0,146.8,35.4,3.0,9
1953,54.0,169.0,74.7,3.0,5
1956,51.0,149.2,56.8,3.0,10
1977,30.0,154.8,49.5,3.0,7
1982,25.0,130.1,26.9,3.0,12
1962,45.0,175.7,79.9,1.0,5
1990,17.0,93.1,14.6,2.0,3
1998,17.0,89.6,10.8,3.0,3
1998,14.0,65.9,6.3,3.0,3
1998,14.0,65.9,6.3,3.0,3
1980,27.0,138.0,33.6,1.0,5
1980,27.0,138.0,33.6,1.0,5
1987,21.0,106.2,17.0,3.0,1
1987,21.0,106.2,17.0,1.0,1
1991,16.0,79.5,9.9,3.0,5
1991,16.0,79.5,9.9,3.0,5
1944,63.0,152.8,58.7,2.0,10
1979,27.0,153.7,51.2,3.0,7
1979,27.0,153.7,51.2,1.0,7
1979,27.0,153.7,51.2,3.0,7
1984,23.0,122.1,21.3,3.0,7
1984,23.0,122.1,21.3,3.0,7
1985,22.0,112.0,18.8,3.0,1
1987,21.0,96.7,13.5,3.0,3
1993,15.0,63.7,6.0,3.0,3
1989,17.0,91.8,11.6,3.0,11
1992,17.0,79.1,9.2,3.0,4
1953,54.0,168.8,51.1,1.0,10
1980,27.0,145.0,36.1,2.0,6
1980,27.0,145.0,36.1,2.0,6
1952,55.0,157.9,46.0,1.0,12
1978,29.0,156.5,44.9,2.0,11
1966,41.0,148.5,35.4,3.0,6
1991,16.0,84.2,10.8,3.0,6
1991,16.0,84.2,10.8,3.0,6
1974,34.0,145.5,43.3,3.0,2
1974,34.0,145.5,43.3,3.0,2
1982,25.0,125.9,25.1,3.0,12
1984,22.0,113.8,19.1,2.0,6
1984,22.0,113.8,19.1,2.0,6
1985,21.0,114.9,18.3,2.0,5
1985,21.0,114.9,18.3,2.0,5
1990,17.0,78.4,11.5,3.0,7
1990,17.0,78.4,11.5,3.0,7
1965,42.0,163.8,65.0,3.0,9
1971,37.0,144.8,50.0,2.0,2
1993,16.0,79.2,9.8,2.0,2
1993,16.0,79.2,9.8,3.0,2
1993,14.0,26.0,4.1,2.0,12
1988,19.0,105.6,17.5,1.0,6
1989,18.0,102.4,15.8,1.0,7
1991,17.0,82.8,10.6,3.0,1
1986,22.0,105.5,16.9,1.0,2
1986,19.0,94.3,14.3,1.0,9
1986,19.0,94.3,14.3,1.0,9
1986,19.0,94.3,14.3,1.0,9
1991,16.0,73.8,8.6,2.0,10
1993,14.0,59.7,5.9,3.0,10
1985,23.0,120.2,24.7,3.0,2
1985,23.0,120.2,24.7,3.0,2
1989,19.0,100.6,16.5,3.0,3
1936,71.0,152.8,51.2,2.0,8
1979,28.0,136.9,33.1,2.0,11
1983,23.0,117.9,22.9,3.0,12
1992,15.0,76.4,8.3,1.0,8
1983,25.0,123.5,21.5,3.0,4
1983,25.0,123.5,21.5,3.0,4
1985,22.0,118.7,23.1,3.0,7
1985,22.0,118.7,23.1,3.0,7
1993,14.0,49.4,3.3,3.0,12
1964,43.0,157.6,45.2,3.0,10
1968,39.0,142.7,41.1,2.0,4
1986,22.0,108.9,16.3,3.0,3
1986,22.0,108.9,16.3,3.0,3
1985,23.0,122.0,22.4,3.0,1
1987,20.0,112.6,17.1,3.0,6
1987,20.0,112.6,17.1,3.0,6
1989,18.0,97.4,13.7,3.0,6
1989,18.0,97.4,13.7,3.0,6
1982,26.0,126.1,26.2,2.0,2
1982,26.0,126.1,26.2,2.0,2
1984,23.0,115.7,18.7,3.0,11
1984,23.0,115.7,18.7,3.0,11
1986,21.0,110.3,21.2,1.0,12
1986,21.0,110.3,21.2,1.0,12
1988,19.0,100.7,16.2,3.0,6
1990,17.0,85.0,10.9,2.0,8
1990,18.0,92.0,11.2,3.0,2
1979,28.0,141.6,33.0,2.0,4
1979,28.0,141.6,33.0,2.0,4
1983,25.0,118.9,21.7,2.0,9
1985,21.0,110.4,17.3,3.0,6
1983,26.0,127.4,24.1,2.0,8
1983,26.0,127.4,24.1,2.0,8
1985,21.0,115.6,20.7,3.0,4
1985,21.0,115.6,20.7,3.0,4
1988,20.0,100.3,13.8,3.0,2
1988,20.0,100.3,13.8,3.0,2
1993,14.0,67.0,6.7,3.0,5
1989,19.0,92.6,12.8,3.0,3
1989,19.0,92.6,12.8,3.0,3
1989,18.0,90.3,12.0,1.0,11
1986,22.0,110.4,18.6,3.0,8
1989,19.0,101.4,15.5,3.0,2
1989,19.0,101.4,15.5,3.0,2
1990,16.0,86.3,10.3,3.0,10
1990,16.0,86.3,10.3,3.0,10
1976,32.0,153.2,46.1,3.0,3
1983,25.0,131.7,22.8,3.0,4
1989,19.0,92.8,10.1,3.0,1
1989,18.0,91.4,11.4,3.0,10
1982,25.0,129.3,24.3,3.0,8
1982,25.0,129.3,24.3,3.0,8
1984,23.0,120.1,21.3,3.0,4
1984,23.0,120.1,21.3,3.0,4
1991,16.0,76.2,9.5,3.0,5
1971,36.0,144.9,41.8,1.0,9
1991,16.0,79.8,10.3,3.0,4
1979,28.0,141.9,37.0,3.0,9
1979,28.0,141.9,37.0,3.0,9
1979,24.0,129.8,32.5,2.0,10
1979,24.0,129.8,32.5,3.0,10
1998,40.0,143.4,35.2,2.0,7
1988,19.0,100.5,14.6,2.0,8
1983,24.0,121.4,24.8,2.0,9
1983,24.0,121.4,24.8,2.0,9
1954,53.0,151.1,49.1,2.0,11
1977,31.0,159.9,49.9,3.0,2
1977,31.0,159.9,49.9,3.0,2
1989,18.0,100.9,16.7,3.0,12
1989,18.0,91.9,12.7,2.0,7
1989,18.0,91.9,12.7,2.0,7
1990,17.0,89.2,12.9,2.0,10
1990,17.0,89.2,12.9,2.0,10
1992,16.0,75.8,7.7,3.0,4
1992,16.0,75.8,7.7,3.0,4
1979,28.0,143.7,40.7,2.0,12
1979,28.0,143.7,40.7,2.0,12
1983,25.0,133.1,29.8,3.0,1
1983,25.0,133.1,29.8,3.0,1
1992,15.0,64.8,8.0,1.0,9
1992,15.0,64.8,8.0,2.0,9
1992,15.0,64.8,8.0,2.0,9
1964,43.0,152.0,57.2,3.0,9
1992,15.0,65.2,6.1,2.0,3
1993,14.0,45.2,5.0,3.0,9
1985,22.0,115.6,19.8,1.0,8
1985,22.0,115.6,19.8,1.0,8
1992,15.0,78.2,9.3,2.0,11
1976,32.0,152.7,49.9,2.0,3
1987,20.0,108.7,17.1,2.0,9
1984,24.0,110.8,17.6,3.0,3
1984,24.0,110.8,17.6,3.0,3
1986,21.0,113.5,19.5,3.0,12
1989,19.0,95.3,12.6,2.0,3
1987,20.0,106.5,15.5,1.0,8
1993,17.0,91.2,12.3,3.0,11
1980,28.0,160.5,51.4,3.0,1
1983,25.0,131.7,25.3,3.0,12
1983,25.0,131.7,25.3,3.0,12
1984,23.0,121.6,20.7,3.0,9
1991,16.0,89.7,11.3,3.0,9
1991,16.0,89.7,11.3,3.0,9
1979,28.0,150.9,40.4,3.0,4
1979,28.0,150.9,40.4,2.0,4
1985,25.0,136.9,31.4,3.0,8
1985,25.0,136.9,31.4,3.0,8
1985,25.0,136.9,31.4,3.0,8
1991,16.0,83.1,10.2,3.0,7
1988,18.0,96.4,13.0,2.0,7
1988,18.0,96.4,13.0,2.0,7
1986,21.0,105.3,15.4,1.0,4
1986,21.0,105.3,15.4,1.0,4
1993,14.0,64.3,7.3,2.0,4
1988,20.0,105.6,16.1,2.0,1
1992,15.0,75.3,9.9,1.0,6
1985,22.0,114.4,19.0,2.0,12
1991,17.0,86.3,10.8,2.0,2
1993,14.0,65.5,6.5,2.0,6
1992,15.0,77.5,10.3,3.0,3
1993,14.0,58.7,5.5,3.0,10
1986,21.0,110.4,17.6,2.0,3
1961,46.0,155.0,48.1,2.0,8
1992,16.0,76.1,7.5,3.0,2
1983,24.0,122.9,21.4,2.0,5
1983,24.0,122.9,21.4,1.0,5
1987,20.0,109.1,12.7,2.0,3
1987,20.0,109.1,12.7,2.0,3
1991,16.0,85.6,10.8,3.0,5
1984,23.0,125.1,22.3,3.0,6
1984,23.0,125.1,22.3,3.0,6
1987,20.0,110.4,17.3,3.0,11
1987,20.0,110.4,17.3,3.0,11
1993,14.0,68.2,6.8,3.0,6
1993,14.0,68.2,6.8,3.0,6
1985,18.0,110.1,17.5,3.0,8
1985,18.0,110.1,17.5,3.0,8
1991,16.0,82.3,9.8,3.0,5
1991,16.0,82.3,9.8,3.0,5
1990,17.0,93.5,13.0,2.0,2
1993,14.0,66.6,7.8,3.0,7
1986,21.0,107.7,16.7,3.0,3
1986,21.0,107.7,16.7,3.0,3
1988,19.0,102.6,15.3,2.0,6
1990,17.0,92.6,12.8,3.0,10
1992,15.0,75.5,8.4,3.0,10
1989,18.0,99.4,14.2,3.0,5
1939,68.0,162.6,63.7,1.0,4
1939,68.0,162.6,63.7,2.0,4
1973,34.0,152.4,60.2,3.0,4
1993,14.0,64.3,6.7,3.0,6
1993,14.0,64.3,6.7,3.0,6
1974,33.0,134.9,32.5,2.0,5
1970,37.0,156.8,42.6,3.0,8
1970,37.0,156.8,42.6,2.0,8
1970,37.0,156.8,42.6,3.0,8
1971,36.0,171.4,61.6,3.0,5
1993,14.0,69.1,8.3,3.0,2
1992,15.0,75.0,8.7,3.0,10
1992,15.0,75.0,8.7,3.0,10
1986,22.0,126.3,28.1,3.0,1
1991,16.0,88.6,12.3,3.0,9
1992,15.0,72.2,8.2,2.0,9
1978,30.0,146.2,35.0,2.0,1
1978,30.0,146.2,35.0,2.0,1
1978,30.0,146.2,35.0,2.0,1
1988,19.0,105.3,15.7,3.0,2
1988,19.0,105.3,15.7,3.0,2
1988,19.0,105.3,17.9,2.0,6
1988,19.0,105.3,17.9,3.0,6
1993,14.0,62.2,6.7,3.0,10
1993,14.0,62.2,6.7,3.0,10
1965,42.0,167.4,51.0,3.0,9
1991,16.0,80.1,10.2,3.0,8
1985,22.0,112.9,19.9,3.0,11
1992,16.0,74.6,8.7,3.0,3
1966,41.0,160.7,51.3,1.0,12
1993,14.0,64.2,6.6,2.0,7
1982,25.0,131.3,28.8,1.0,10
1987,20.0,115.3,19.0,2.0,9
1993,14.0,58.1,5.4,2.0,10
1993,14.0,58.1,5.4,2.0,10
1982,25.0,127.6,24.6,2.0,8
1986,21.0,111.5,17.3,1.0,3
1986,21.0,111.5,17.3,2.0,3
1993,14.0,65.3,6.2,2.0,8
1982,25.0,121.7,24.7,1.0,4
1982,25.0,121.7,24.7,2.0,4
1958,49.0,149.3,52.3,3.0,10
1980,27.0,144.3,32.9,1.0,12
1980,27.0,144.3,32.9,1.0,12
1984,23.0,116.3,19.4,3.0,9
1984,23.0,116.3,19.4,3.0,9
1988,19.0,100.2,14.3,3.0,8
1988,19.0,100.2,14.3,3.0,8
1990,17.0,81.8,10.1,3.0,11
1990,17.0,81.8,10.1,3.0,11
1987,20.0,105.0,15.2,1.0,3
1987,20.0,105.0,15.2,1.0,3
1990,17.0,88.2,12.3,3.0,10
1990,17.0,88.2,12.3,3.0,10
1992,15.0,76.7,11.0,3.0,4
1964,43.0,157.8,45.2,2.0,5
1964,43.0,141.5,46.3,2.0,7
1984,23.0,110.6,17.3,2.0,9
1987,20.0,101.1,15.0,2.0,9
1987,20.0,101.1,15.0,2.0,9
1993,14.0,66.9,7.3,3.0,3
1993,14.0,66.9,7.3,3.0,3
1954,53.0,168.6,67.2,3.0,8
1987,20.0,107.8,15.8,3.0,5
1991,16.0,84.3,10.8,3.0,8
1947,60.0,159.0,48.4,2.0,11
1945,62.0,149.3,43.4,1.0,10
1973,36.0,147.3,40.0,3.0,10
1981,26.0,145.0,34.6,3.0,1
1986,21.0,117.8,19.0,3.0,2
1986,21.0,117.8,19.0,3.0,2
1965,43.0,146.1,60.9,3.0,3
1985,22.0,115.6,19.0,3.0,2
1985,22.0,115.6,19.0,3.0,2
1987,20.0,108.9,17.2,2.0,7
1987,20.0,108.9,17.2,2.0,7
1989,18.0,97.7,14.7,3.0,10
1992,15.0,77.6,8.9,3.0,4
1982,25.0,121.5,20.9,3.0,9
1982,25.0,121.5,20.9,3.0,9
1986,21.0,109.7,17.2,3.0,4
1986,21.0,109.7,17.2,3.0,4
1990,17.0,92.3,14.1,3.0,3
1990,17.0,92.3,14.1,3.0,3
1993,14.0,59.2,4.6,3.0,10
1993,14.0,59.2,4.6,3.0,10
1965,42.0,152.9,46.2,3.0,12
1993,14.0,64.5,5.2,3.0,4
1980,27.0,137.6,29.3,3.0,9
1974,33.0,157.3,49.3,3.0,5
1985,22.0,119.3,20.7,3.0,10
1993,14.0,62.3,6.7,3.0,8
1969,38.0,154.0,48.2,3.0,4
1969,38.0,154.0,48.2,3.0,4
1969,46.0,154.0,43.6,2.0,10
1969,46.0,154.0,43.6,3.0,10
1987,20.0,102.8,13.1,2.0,2
1987,20.0,103.5,15.5,3.0,7
1988,16.0,92.0,12.4,3.0,8
1993,14.0,54.8,4.3,3.0,12
1992,15.0,78.6,10.4,3.0,6
1976,31.0,158.9,47.6,3.0,1
1984,23.0,131.1,23.5,3.0,3
1984,23.0,131.1,23.5,3.0,3
1991,15.0,74.9,8.2,3.0,12
1991,15.0,74.9,8.2,3.0,12
1985,22.0,120.6,20.0,3.0,12
1985,22.0,120.6,20.0,3.0,12
1977,30.0,145.4,34.6,3.0,3
1977,30.0,145.4,34.6,3.0,3
1980,28.0,140.3,29.7,3.0,1
1980,28.0,140.3,29.7,3.0,1
1980,28.0,140.3,29.7,3.0,1
1990,17.0,93.4,12.2,3.0,7
1989,19.0,93.6,12.0,2.0,7
1989,19.0,93.6,12.0,2.0,7
1990,17.0,94.7,13.2,3.0,3
1980,27.0,146.9,34.0,2.0,5
1989,20.0,114.6,16.1,2.0,3
1989,20.0,114.6,16.1,2.0,3
1991,18.0,102.4,13.7,2.0,4
1991,18.0,102.4,13.7,2.0,4
1992,15.0,72.9,7.9,3.0,5
1992,15.0,72.9,7.9,3.0,5
1993,14.0,56.2,4.2,3.0,11
1989,18.0,93.4,12.6,1.0,3
1989,18.0,93.4,12.6,1.0,3
1965,42.0,163.6,53.0,3.0,12
1968,39.0,154.6,38.2,2.0,12
1991,16.0,76.7,8.2,3.0,11
1969,38.0,164.5,46.8,1.0,12
1982,25.0,116.5,16.8,2.0,9
1982,25.0,116.5,16.8,2.0,9
1993,14.0,61.8,5.1,3.0,5
1956,52.0,161.0,54.2,3.0,8
1984,23.0,123.1,20.3,2.0,7
1984,23.0,123.1,20.3,2.0,7
1984,23.0,0.0,0.0,3.0,12
1984,23.0,0.0,0.0,3.0,12
1963,44.0,166.0,52.5,3.0,8
1964,43.0,156.2,64.4,2.0,9
1987,21.0,110.5,17.9,3.0,1
1992,15.0,73.4,9.0,1.0,12
1992,15.0,73.4,9.0,2.0,12
1952,55.0,167.1,49.9,1.0,6
1981,26.0,134.7,29.1,2.0,10
1990,17.0,0.0,0.0,3.0,5
1983,24.0,131.4,21.6,3.0,8
1985,22.0,121.9,20.5,3.0,9
1985,22.0,121.9,20.5,3.0,9
1986,21.0,111.7,19.0,3.0,3
1986,21.0,111.7,19.0,3.0,3
1984,23.0,121.6,21.0,2.0,11
1956,52.0,141.0,38.4,1.0,4
1981,26.0,124.8,23.4,2.0,4
1984,23.0,112.2,20.5,2.0,11
1984,23.0,112.2,20.5,2.0,11
1991,16.0,91.2,6.9,1.0,10
1974,33.0,150.9,43.9,2.0,4
1990,18.0,94.0,12.8,1.0,3
1990,18.0,94.0,12.8,1.0,3
1940,67.0,167.0,67.4,1.0,6
1980,28.0,143.2,37.5,1.0,7
1980,28.0,143.2,37.5,1.0,7
1981,27.0,145.9,42.0,2.0,2
1957,50.0,152.9,52.1,1.0,8
1965,41.0,152.7,49.1,1.0,5
1983,24.0,128.5,22.3,3.0,4
1985,22.0,115.4,20.0,2.0,8
1962,45.0,158.7,46.3,1.0,12
1984,24.0,125.4,22.7,3.0,2
1984,24.0,125.4,22.7,3.0,2
1987,20.0,114.0,17.6,3.0,7
1987,20.0,114.0,17.6,3.0,7
1983,26.0,130.0,27.3,1.0,1
1983,26.0,130.0,27.3,1.0,1
1983,26.0,130.0,27.3,1.0,1
1988,22.0,105.7,17.4,1.0,1
1988,22.0,105.7,17.4,2.0,1
1966,38.0,156.0,48.8,3.0,7
1965,41.0,157.6,48.9,3.0,4
1964,43.0,157.8,44.2,3.0,5
1965,42.0,152.3,42.7,3.0,6
1991,16.0,0.0,9.8,3.0,2
1952,55.0,148.2,65.1,1.0,12
1985,22.0,122.3,23.5,2.0,12
1985,22.0,122.3,23.5,1.0,12
1990,17.0,82.1,14.5,1.0,12
1987,22.0,124.2,23.3,2.0,3
1987,22.0,124.2,23.3,2.0,3
1968,39.0,156.0,50.7,2.0,6
1972,35.0,139.8,37.3,2.0,12
1993,15.0,71.5,8.0,3.0,3
1964,43.0,161.2,54.3,3.0,3
1959,48.0,169.6,66.1,2.0,8
1970,37.0,152.1,50.2,1.0,8
1991,17.0,82.2,9.4,3.0,1
1978,30.0,142.6,39.2,1.0,3
1978,30.0,142.6,39.2,1.0,3
1946,62.0,172.0,68.8,3.0,8
1970,38.0,146.4,54.1,3.0,4
1989,17.0,92.0,12.6,3.0,12
1962,46.0,169.7,67.2,2.0,9
1959,49.0,163.4,46.2,1.0,10
1979,28.0,129.2,23.5,2.0,8
1979,28.0,129.2,23.5,2.0,8
1983,24.0,126.1,20.8,3.0,8
1983,24.0,126.1,20.8,3.0,8
1979,29.0,138.9,36.1,3.0,8
1979,29.0,138.9,36.1,3.0,8
1979,29.0,138.9,36.1,3.0,8
1981,26.0,146.6,35.4,3.0,5
1956,52.0,159.7,59.9,3.0,4
1959,48.0,153.2,48.5,3.0,11
1982,26.0,140.0,35.2,3.0,3
1982,26.0,140.0,35.2,3.0,3
1993,14.0,63.0,6.4,3.0,7
1946,61.0,154.9,41.5,1.0,10
1980,27.0,154.5,53.0,3.0,10
1980,27.0,154.5,53.0,3.0,10
1980,27.0,154.5,53.0,3.0,10
1986,21.0,113.0,18.5,3.0,11
1986,21.0,113.0,18.5,3.0,11
1952,55.0,159.5,67.1,1.0,5
1985,22.0,129.5,28.8,3.0,2
1985,22.0,129.5,28.8,3.0,2
1963,45.0,158.9,50.0,3.0,3
1965,43.0,156.7,55.8,1.0,1
1992,15.0,75.0,9.5,2.0,6
1989,18.0,90.1,19.5,1.0,4
1993,14.0,79.0,8.4,3.0,6
1982,26.0,139.0,32.4,3.0,1
1980,28.0,160.2,44.8,3.0,4
1990,17.0,99.0,13.7,3.0,5
1984,22.0,116.5,18.8,2.0,12
1965,42.0,150.0,45.2,3.0,6
1993,14.0,73.5,9.1,3.0,1
1940,67.0,144.3,51.7,1.0,4
1958,49.0,140.7,54.2,3.0,2
1985,22.0,108.5,17.2,3.0,11
1985,22.0,108.5,17.2,3.0,11
1989,18.0,102.6,16.2,3.0,2
1989,18.0,102.6,16.2,3.0,2
1965,42.0,160.4,56.2,3.0,7
1966,41.0,148.3,50.2,2.0,12
1986,20.0,111.2,16.9,3.0,12
1988,18.0,107.7,16.2,3.0,2
1957,50.0,145.1,52.8,2.0,6
1956,51.0,147.8,51.6,3.0,8
1942,65.0,166.3,55.6,2.0,4
1979,28.0,152.0,45.4,3.0,5
1988,19.0,108.3,18.9,3.0,8
1956,51.0,149.0,57.3,3.0,9
1941,66.0,145.5,37.9,1.0,7
1985,22.0,116.5,17.7,3.0,12
1991,16.0,85.0,10.6,3.0,8
1952,55.0,155.0,50.0,1.0,3
1956,51.0,148.4,54.3,3.0,12
1983,25.0,128.3,28.3,3.0,1
1962,45.0,149.0,64.6,1.0,4
1985,22.0,119.8,21.4,2.0,11
1985,22.0,119.8,21.4,2.0,11
1985,22.0,119.8,21.4,2.0,11
1950,57.0,153.6,50.1,1.0,5
1959,52.0,146.3,41.5,1.0,5
1979,28.0,149.4,37.4,2.0,10
1937,70.0,164.3,43.4,1.0,7
1951,56.0,138.5,51.6,1.0,10
1973,34.0,152.1,53.0,2.0,5
1991,16.0,89.3,12.0,3.0,3
1988,18.0,96.1,12.7,1.0,5
1988,18.0,96.1,12.7,1.0,5
1963,45.0,156.2,47.6,2.0,12
1993,15.0,80.9,7.0,3.0,1
1979,29.0,161.8,54.1,1.0,4
1979,29.0,161.8,54.1,2.0,4
1957,50.0,162.3,70.3,1.0,6
1964,43.0,146.5,45.5,3.0,6
1988,19.0,113.0,19.7,3.0,3
1988,19.0,113.0,19.7,3.0,3
1964,43.0,149.9,64.5,1.0,6
1992,15.0,78.2,5.8,2.0,9
1964,43.0,168.1,54.5,1.0,4
1964,43.0,168.1,54.5,1.0,4
1991,16.0,85.5,14.7,1.0,4
1991,16.0,85.5,14.7,1.0,4
1992,14.0,68.0,6.4,2.0,10
1993,27.0,141.7,32.1,1.0,4
1993,27.0,141.7,32.1,1.0,4
1988,19.0,101.5,18.0,1.0,6
1988,19.0,101.5,18.0,1.0,6
1990,17.0,98.4,14.1,2.0,6
1990,17.0,98.4,14.1,2.0,6
1986,20.0,113.7,19.6,1.0,11
1986,20.0,113.7,19.6,1.0,11
1993,14.0,73.0,8.4,1.0,1
1971,36.0,143.3,47.2,1.0,12
1993,14.0,63.9,6.3,3.0,3
1975,33.0,149.1,42.9,1.0,8
1990,17.0,0.0,0.0,1.0,4
1990,17.0,0.0,0.0,1.0,4
1993,14.0,0.0,5.8,3.0,9
1959,48.0,151.6,48.7,1.0,4
1959,48.0,151.6,48.7,1.0,4
1979,28.0,145.0,36.9,3.0,11
1983,24.0,128.7,24.6,2.0,6
1983,24.0,128.7,24.6,1.0,6
1960,47.0,165.7,73.7,2.0,7
1989,18.0,0.0,14.3,2.0,10
1989,18.0,0.0,14.3,1.0,10
1985,21.0,110.4,17.6,1.0,7
1968,39.0,161.3,69.8,1.0,8
1992,15.0,71.2,7.5,1.0,8
1992,15.0,71.2,7.5,1.0,8
1993,14.0,55.0,4.7,3.0,8
1984,24.0,120.1,20.6,1.0,4
1984,24.0,120.1,20.6,1.0,4
1986,20.0,110.0,16.2,3.0,7
1986,20.0,110.0,16.2,1.0,7
1992,14.0,0.0,0.0,2.0,11
1990,17.0,0.0,12.0,3.0,4
1990,17.0,0.0,12.0,3.0,4
1991,16.0,76.2,8.6,1.0,12
1991,16.0,76.2,8.6,2.0,12
1991,16.0,76.2,8.6,2.0,12
1993,14.0,55.4,5.0,3.0,8
1993,14.0,55.4,5.0,1.0,8
1967,40.0,155.6,50.3,2.0,10
1982,25.0,114.2,19.6,1.0,10
1982,25.0,114.2,19.6,1.0,10
1988,18.0,98.5,14.6,3.0,7
1988,18.0,98.5,14.6,1.0,7
1965,42.0,149.9,44.6,2.0,9
1988,19.0,99.3,12.9,2.0,8
1945,62.0,145.7,35.3,1.0,10
1979,27.0,146.3,34.9,2.0,8
1993,16.0,68.7,7.6,1.0,11
1993,16.0,68.7,7.6,2.0,11
1982,25.0,129.2,22.6,1.0,8
1982,25.0,129.2,22.6,1.0,8
1955,53.0,154.2,73.9,1.0,2
1990,18.0,92.5,12.9,3.0,4
1968,39.0,163.6,55.8,2.0,9
1992,15.0,68.1,6.9,3.0,12
1952,56.0,157.2,56.8,1.0,2
1953,54.0,145.4,38.8,2.0,5
1980,27.0,142.0,36.2,2.0,12
1987,20.0,0.0,0.0,3.0,11
1952,56.0,157.4,45.0,3.0,2
1975,32.0,147.2,38.5,3.0,8
1980,27.0,128.6,21.7,3.0,8
1980,27.0,128.6,21.7,3.0,8
1990,17.0,0.0,0.0,3.0,3
1979,27.0,139.0,35.6,1.0,1
1957,50.0,145.1,44.1,1.0,6
1989,18.0,0.0,0.0,1.0,12
1993,15.0,57.6,5.4,1.0,8
1979,28.0,149.6,44.8,2.0,6
1979,28.0,149.6,44.8,2.0,6
1989,18.0,92.8,11.6,3.0,7
1989,18.0,92.8,11.6,3.0,7
1988,19.0,102.5,11.7,2.0,8
1987,20.0,92.7,13.2,1.0,3
1964,43.0,148.5,64.1,1.0,10
1954,53.0,144.4,51.3,1.0,12
1984,22.0,111.0,15.0,3.0,7
1984,22.0,111.0,15.0,3.0,7
1986,21.0,101.3,14.5,3.0,8
1986,21.0,101.3,14.5,3.0,8
1987,21.0,0.0,0.0,3.0,5
1987,21.0,0.0,0.0,3.0,5
1992,16.0,72.5,8.0,3.0,2
1992,16.0,72.5,8.0,3.0,2
1983,24.0,101.9,25.0,1.0,1
1983,24.0,101.9,25.0,1.0,1
1949,59.0,163.1,56.0,2.0,1
1979,28.0,146.9,31.3,2.0,4
1979,28.0,146.9,31.3,3.0,4
1981,26.0,125.1,21.5,3.0,8
1981,26.0,125.1,21.5,3.0,8
1968,39.0,167.4,63.7,1.0,12
1968,39.0,167.4,63.7,2.0,12
1993,14.0,71.2,9.2,1.0,5
1993,14.0,71.2,9.2,1.0,5
1992,15.0,0.0,0.0,2.0,10
1989,18.0,0.0,0.0,2.0,8
1989,18.0,0.0,0.0,2.0,8
1965,42.0,147.4,38.1,3.0,8
1985,22.0,116.4,19.1,1.0,11
1985,22.0,116.4,19.1,1.0,11
1988,18.0,91.6,11.7,3.0,10
1993,14.0,0.0,5.3,2.0,9
1960,47.0,161.9,65.7,3.0,7
1953,60.0,158.3,68.3,1.0,8
1958,56.0,147.6,71.8,1.0,11
1979,28.0,160.8,57.3,2.0,8
1979,28.0,144.1,42.6,1.0,7
1979,28.0,144.1,42.6,2.0,7
1980,26.0,144.4,40.0,1.0,8
1956,53.0,151.2,39.5,1.0,6
1962,45.0,150.7,40.9,1.0,1
1948,58.0,157.3,55.3,1.0,12
1972,35.0,0.0,0.0,3.0,12
1958,52.0,159.5,50.1,1.0,8
1978,29.0,157.8,45.0,3.0,10
1978,29.0,157.8,45.0,3.0,10
1981,26.0,131.1,26.0,1.0,10
1981,26.0,131.1,26.0,1.0,10
1986,21.0,110.7,18.7,3.0,7
1993,14.0,0.0,7.2,3.0,3
1993,14.0,0.0,7.2,3.0,3
1983,24.0,130.7,24.4,2.0,4
1993,15.0,73.4,8.2,2.0,3
1970,37.0,155.9,47.2,1.0,8
1977,30.0,152.8,42.0,1.0,10
1993,14.0,0.0,6.9,3.0,5
1974,33.0,162.4,54.6,1.0,9
1963,45.0,161.5,52.1,3.0,1
1970,35.0,146.0,64.0,1.0,3
1990,18.0,92.4,11.2,3.0,1
1990,18.0,92.4,11.2,3.0,1
1973,34.0,149.3,36.6,2.0,8
1993,14.0,73.5,8.3,3.0,1
1980,26.0,131.8,27.0,2.0,12
1984,23.0,121.1,21.5,3.0,4
