date_of_birth_year,Age in Last Interview,height_cm,weight_kg,education_level,date_of_birth_month
1982,25.0,129.2,23.4,3.0,12
1962,45.0,165.9,51.7,2.0,8
1962,45.0,165.9,51.7,2.0,8
1982,25.0,134.0,26.2,3.0,7
1954,53.0,151.2,55.4,3.0,6
1944,63.0,144.9,46.4,1.0,2
1981,26.0,141.6,35.4,3.0,9
1981,26.0,141.6,35.4,3.0,9
1986,21.0,118.7,19.1,3.0,3
1986,21.0,118.7,19.1,3.0,3
1956,51.0,159.6,53.5,3.0,9
1963,44.0,152.0,58.1,3.0,6
1992,15.0,73.0,7.8,3.0,9
1983,24.0,123.8,22.4,2.0,4
1964,43.0,149.2,40.2,1.0,12
1963,44.0,148.6,57.1,1.0,1
1983,24.0,120.5,25.1,3.0,7
1983,24.0,120.5,25.1,3.0,7
1983,24.0,120.5,25.1,3.0,7
1960,47.0,158.7,53.5,3.0,10
1967,40.0,152.4,44.3,3.0,5
1968,39.0,155.1,46.2,3.0,9
1993,14.0,62.1,7.5,3.0,3
1956,51.0,150.5,55.5,1.0,5
1988,19.0,94.9,12.7,2.0,11
1988,19.0,94.9,12.7,2.0,11
1983,25.0,132.1,27.9,3.0,3
1983,25.0,132.1,27.9,3.0,3
1987,20.0,103.4,16.4,3.0,12
1987,20.0,103.4,16.4,3.0,12
1979,28.0,144.2,33.6,2.0,6
1956,52.0,148.1,58.1,3.0,6
1950,57.0,153.6,45.8,1.0,3
1980,27.0,145.0,32.7,3.0,7
1980,27.0,145.0,32.7,3.0,7
1988,19.0,109.2,17.3,3.0,10
1948,59.0,146.4,49.4,1.0,12
1970,37.0,149.2,48.6,1.0,11
1992,15.0,78.8,8.9,3.0,4
1954,53.0,157.8,54.1,1.0,12
1959,48.0,162.7,57.3,1.0,8
1962,45.0,143.9,39.3,1.0,11
1982,26.0,137.1,29.6,2.0,7
1982,26.0,137.1,29.6,2.0,7
1982,26.0,135.6,29.0,2.0,7
1982,26.0,135.6,29.0,2.0,7
1993,14.0,65.1,5.8,3.0,3
1993,14.0,65.1,5.8,3.0,3
1969,38.0,145.0,40.8,1.0,3
1987,20.0,108.1,15.3,1.0,4
1987,20.0,108.1,15.3,2.0,4
1982,25.0,130.7,22.3,2.0,12
1931,80.0,165.0,51.5,1.0,6
1970,39.0,155.5,45.2,1.0,9
1987,20.0,101.5,14.5,2.0,4
1982,25.0,136.2,26.2,3.0,10
1982,26.0,137.4,32.0,2.0,1
1989,18.0,91.9,12.0,2.0,12
1961,44.0,163.4,44.6,1.0,5
1982,26.0,125.6,24.7,1.0,1
1982,26.0,125.6,24.7,1.0,1
1959,46.0,161.0,50.2,1.0,2
1985,23.0,117.2,21.1,1.0,12
1985,23.0,117.2,21.1,1.0,12
1988,20.0,97.7,14.6,1.0,11
1988,20.0,97.7,14.6,1.0,11
1982,26.0,128.8,24.7,2.0,10
1982,26.0,128.8,24.7,2.0,10
1984,21.0,112.8,19.5,1.0,9
1989,18.0,91.0,12.6,2.0,9
1990,17.0,92.4,12.4,2.0,5
1990,17.0,92.4,12.4,1.0,5
1982,26.0,132.9,25.9,2.0,1
1982,26.0,132.9,25.9,2.0,1
1984,23.0,123.1,21.1,1.0,8
1984,23.0,123.1,21.1,1.0,8
1987,19.0,103.1,15.1,2.0,7
1987,19.0,103.1,15.1,2.0,7
1985,22.0,110.8,16.8,1.0,4
1985,22.0,110.8,16.8,1.0,4
1993,14.0,66.2,7.0,2.0,7
1988,19.0,100.0,14.0,2.0,1
1988,19.0,100.0,14.0,2.0,1
1953,54.0,151.5,49.8,1.0,12
1986,21.0,112.6,15.9,2.0,7
1986,21.0,112.6,15.9,2.0,7
1991,16.0,79.3,8.5,3.0,11
1991,16.0,79.3,8.5,3.0,11
1958,49.0,168.8,64.4,1.0,2
1990,17.0,93.8,12.0,2.0,4
1990,17.0,93.8,12.0,2.0,4
1980,27.0,149.5,44.7,1.0,3
1987,20.0,107.4,15.5,2.0,5
1987,20.0,107.4,15.5,2.0,5
1963,44.0,167.1,56.7,3.0,7
1974,31.0,149.5,49.7,3.0,5
1992,15.0,68.5,7.1,3.0,11
1992,15.0,68.5,7.1,3.0,11
1984,23.0,117.5,17.4,3.0,4
1990,17.0,87.9,10.7,2.0,9
1990,17.0,87.9,10.7,2.0,9
1985,22.0,120.5,21.9,2.0,11
1982,25.0,117.5,20.2,3.0,5
1982,25.0,117.5,20.2,3.0,5
1986,21.0,104.0,16.5,3.0,10
1986,21.0,104.0,16.5,3.0,10
1984,23.0,121.2,23.6,2.0,12
1984,23.0,121.2,23.6,2.0,12
1986,21.0,117.1,18.1,2.0,5
1979,28.0,152.1,37.0,1.0,3
1979,28.0,152.1,37.0,2.0,3
1979,28.0,152.1,37.0,1.0,3
1982,26.0,121.0,21.8,2.0,5
1984,23.0,118.5,18.1,2.0,9
1984,23.0,118.5,18.1,2.0,9
1978,29.0,146.4,36.1,1.0,8
1978,29.0,146.4,36.1,1.0,8
1982,25.0,130.5,24.2,1.0,4
1982,25.0,130.5,24.2,1.0,4
1981,28.0,141.7,30.0,1.0,1
1981,28.0,141.7,30.0,1.0,1
1981,28.0,141.7,30.0,2.0,1
1992,15.0,75.9,8.8,1.0,6
1984,23.0,127.5,23.2,2.0,2
1984,23.0,127.5,23.2,2.0,2
1968,39.0,166.8,63.4,1.0,2
1968,39.0,166.8,63.4,1.0,2
1980,27.0,144.5,35.8,2.0,8
1980,27.0,144.5,35.8,2.0,8
1986,21.0,116.0,17.7,2.0,5
1986,21.0,116.0,17.7,2.0,5
1991,16.0,85.6,9.7,1.0,6
1981,27.0,130.2,22.2,2.0,12
1954,53.0,155.3,60.6,3.0,6
1984,23.0,118.8,19.2,3.0,7
1984,23.0,118.8,19.2,3.0,7
1988,19.0,97.7,12.9,3.0,5
1988,19.0,97.7,12.9,3.0,5
1991,16.0,82.5,9.5,3.0,6
1991,16.0,82.5,9.5,3.0,6
1963,45.0,149.4,41.2,1.0,2
1993,14.0,63.0,5.3,3.0,5
1993,14.0,63.0,5.3,3.0,5
1983,24.0,135.1,26.2,3.0,6
1961,46.0,173.6,61.0,3.0,11
1965,43.0,148.9,42.8,3.0,10
1964,42.0,153.6,46.2,1.0,7
1985,23.0,116.1,18.0,2.0,1
1988,19.0,102.5,14.2,3.0,3
1988,19.0,102.5,14.2,3.0,3
1964,43.0,161.3,51.6,1.0,10
1983,24.0,138.2,28.4,1.0,6
1986,22.0,128.5,23.2,3.0,1
1986,22.0,128.5,23.2,3.0,1
1993,14.0,66.0,6.9,3.0,7
1953,56.0,156.3,44.4,1.0,7
1980,27.0,149.5,41.4,1.0,8
1980,27.0,149.5,41.4,1.0,8
1969,38.0,154.9,43.0,1.0,12
1969,38.0,154.9,43.0,1.0,12
1992,15.0,72.2,8.0,1.0,10
1960,47.0,153.0,67.2,1.0,6
1955,52.0,151.0,47.3,2.0,7
1951,55.0,152.9,64.5,1.0,5
1986,21.0,117.9,18.3,3.0,7
1952,55.0,167.8,51.4,2.0,7
1958,49.0,156.9,53.7,2.0,10
1979,28.0,155.5,38.1,3.0,10
1979,28.0,155.5,38.1,3.0,10
1982,25.0,134.1,23.4,3.0,10
1982,25.0,134.1,23.4,3.0,10
1993,14.0,64.3,6.8,3.0,8
1936,72.0,158.3,57.7,3.0,1
1942,65.0,148.5,40.9,3.0,11
1972,35.0,153.9,40.0,3.0,7
1972,35.0,153.9,40.0,3.0,7
1962,45.0,153.6,57.5,1.0,7
1985,20.0,112.6,18.6,2.0,5
1989,18.0,91.9,12.9,2.0,10
1989,18.0,91.9,12.9,2.0,10
1992,16.0,74.1,9.8,2.0,2
1992,16.0,74.1,9.8,2.0,2
1980,27.0,139.1,35.4,2.0,7
1980,27.0,139.1,35.4,2.0,7
1985,22.0,120.2,19.9,2.0,7
1985,22.0,120.2,19.9,2.0,7
1989,19.0,99.4,14.9,1.0,4
1990,17.0,94.2,12.1,1.0,5
1990,17.0,94.2,12.1,1.0,5
1988,19.0,102.3,15.2,3.0,9
1988,19.0,102.3,15.2,3.0,9
1991,17.0,93.5,10.4,1.0,6
1991,17.0,93.5,10.4,2.0,6
1972,35.0,159.3,50.3,2.0,12
1992,16.0,71.2,10.3,2.0,1
1992,16.0,71.2,10.3,2.0,1
1987,21.0,105.9,15.0,2.0,5
1987,21.0,105.9,15.0,1.0,5
1987,21.0,105.9,15.0,1.0,5
1987,17.0,89.2,12.2,2.0,5
1987,17.0,89.2,12.2,2.0,5
1983,22.0,116.8,19.5,2.0,6
1983,22.0,116.8,19.5,2.0,6
1957,50.0,149.0,53.4,2.0,7
1982,25.0,124.9,22.9,3.0,11
1982,25.0,124.9,22.9,3.0,11
1984,23.0,121.7,22.6,3.0,9
1984,23.0,121.7,22.6,3.0,9
1987,20.0,103.6,16.1,3.0,8
1969,38.0,151.6,51.8,1.0,3
1989,18.0,92.0,14.1,2.0,8
1991,16.0,73.2,9.4,1.0,12
1991,16.0,73.2,9.4,1.0,12
1960,49.0,165.9,56.3,1.0,7
1960,49.0,165.9,56.3,1.0,7
1960,47.0,141.2,44.5,1.0,2
1960,47.0,141.2,44.5,1.0,2
1987,22.0,115.7,20.7,1.0,1
1993,16.0,74.8,8.3,3.0,1
1993,16.0,74.8,8.3,3.0,1
1957,47.0,166.4,61.7,2.0,8
1941,66.0,161.1,49.6,1.0,12
1993,14.0,56.4,4.5,3.0,9
1985,22.0,118.7,19.0,1.0,7
1985,22.0,118.7,19.0,1.0,7
1988,19.0,119.7,21.3,1.0,3
1989,17.0,90.2,12.1,1.0,11
1992,15.0,69.9,7.5,1.0,10
1993,15.0,70.5,8.1,1.0,3
1993,15.0,70.5,8.1,1.0,3
1951,56.0,143.9,42.1,1.0,1
1981,24.0,131.3,24.9,2.0,12
1981,24.0,131.3,24.9,2.0,12
1984,22.0,122.0,21.1,2.0,9
1984,22.0,122.0,21.1,3.0,9
1992,15.0,70.4,6.8,3.0,8
1992,15.0,70.4,6.8,3.0,8
1992,15.0,70.4,6.8,3.0,8
1991,17.0,75.5,8.5,1.0,12
1993,14.0,57.5,5.2,1.0,6
1993,14.0,57.5,5.2,1.0,6
1965,42.0,148.0,49.2,1.0,4
1965,42.0,148.0,49.2,1.0,4
1988,19.0,108.6,15.7,3.0,1
1988,19.0,108.6,15.7,3.0,1
1960,48.0,169.8,72.6,2.0,3
1965,42.0,156.9,59.7,3.0,7
1989,18.0,95.7,12.8,3.0,4
1983,24.0,132.1,26.5,2.0,6
1983,24.0,132.1,26.5,2.0,6
1989,18.0,96.3,13.0,2.0,8
1992,15.0,75.0,8.1,2.0,5
1960,46.0,169.6,60.0,1.0,5
1982,24.0,129.7,23.6,2.0,12
1993,14.0,64.9,7.5,3.0,3
1986,21.0,111.3,16.3,1.0,7
1986,21.0,111.3,16.3,1.0,7
1986,21.0,111.3,16.3,1.0,7
1968,39.0,155.5,47.1,1.0,3
1971,36.0,147.9,43.2,1.0,4
1991,16.0,82.3,9.7,2.0,3
1993,14.0,59.0,4.7,3.0,7
1985,22.0,116.2,19.4,2.0,9
1985,22.0,116.2,19.4,2.0,9
1993,14.0,63.3,6.0,2.0,7
1959,48.0,156.2,54.0,1.0,8
1985,22.0,120.4,20.3,2.0,7
1982,25.0,131.2,28.0,1.0,10
1982,25.0,131.2,28.0,1.0,10
1986,21.0,117.8,20.3,2.0,8
1989,18.0,100.7,14.8,2.0,5
1989,18.0,100.7,14.8,2.0,5
1968,39.0,162.3,48.5,2.0,3
1975,32.0,151.7,42.1,1.0,7
1993,14.0,54.7,4.1,3.0,9
1993,14.0,54.7,4.1,3.0,9
1966,41.0,165.2,60.0,2.0,5
1969,37.0,153.9,41.2,2.0,7
1989,18.0,95.5,12.7,3.0,9
1992,16.0,77.3,8.9,3.0,5
1959,48.0,156.6,51.4,1.0,11
1984,23.0,114.1,18.7,2.0,3
1984,23.0,114.1,18.7,2.0,3
1988,20.0,101.1,14.1,2.0,2
1988,20.0,101.1,14.1,2.0,2
1950,57.0,154.9,41.9,3.0,4
1958,49.0,157.5,60.2,1.0,12
1985,22.0,118.2,21.6,3.0,4
1987,20.0,106.8,18.1,3.0,6
1990,17.0,90.2,12.9,3.0,9
1990,17.0,90.2,12.9,3.0,9
1941,65.0,160.7,51.9,1.0,8
1980,27.0,141.7,35.4,1.0,7
1980,27.0,141.7,35.4,1.0,7
1982,25.0,134.5,26.2,1.0,12
1982,25.0,134.5,26.2,1.0,12
1982,25.0,128.0,27.1,2.0,6
1953,55.0,157.7,43.7,1.0,12
1981,26.0,145.0,26.3,3.0,4
1940,62.0,153.5,44.4,1.0,7
1984,23.0,130.3,23.5,2.0,6
1967,40.0,158.4,46.6,1.0,2
1969,37.0,155.0,43.3,1.0,10
1990,17.0,89.0,10.5,2.0,9
1940,67.0,158.7,46.6,1.0,7
1982,25.0,134.8,23.4,2.0,4
1983,24.0,131.5,22.8,2.0,7
1983,24.0,131.5,22.8,2.0,7
1987,20.0,109.2,16.1,2.0,8
1987,20.0,109.2,16.1,2.0,8
1993,15.0,71.1,7.8,2.0,3
1950,57.0,158.5,49.9,1.0,4
1965,39.0,153.0,52.9,1.0,5
1984,24.0,123.6,23.9,3.0,1
1984,24.0,123.6,23.9,3.0,1
1987,20.0,107.4,16.1,3.0,6
1968,38.0,168.4,56.4,2.0,6
1971,36.0,153.0,51.0,3.0,5
1968,39.0,148.6,48.1,1.0,9
1990,17.0,86.8,11.1,3.0,11
1965,42.0,163.5,46.2,1.0,4
1967,40.0,152.0,41.3,1.0,8
1987,20.0,104.6,14.1,2.0,12
1987,20.0,104.6,14.1,2.0,12
1990,17.0,94.7,11.6,2.0,5
1938,60.0,143.4,39.7,1.0,8
1968,39.0,165.9,63.8,1.0,8
1972,35.0,149.3,46.3,1.0,9
1984,24.0,126.9,24.7,2.0,4
1984,24.0,126.9,24.7,2.0,4
1978,30.0,148.7,44.3,1.0,2
1978,30.0,148.7,44.3,2.0,2
1985,22.0,119.2,20.6,3.0,1
1985,22.0,119.2,20.6,2.0,1
1989,18.0,96.7,12.9,3.0,5
1989,18.0,96.7,12.9,3.0,5
1993,14.0,61.1,5.4,3.0,5
1961,46.0,168.3,52.9,2.0,5
1968,39.0,147.4,41.7,1.0,5
1988,20.0,104.8,15.5,3.0,5
1988,20.0,104.8,15.5,3.0,5
1992,15.0,70.6,8.6,3.0,11
1992,15.0,70.6,8.6,3.0,11
1953,47.0,158.6,53.5,1.0,10
1985,23.0,125.0,23.1,2.0,3
1990,18.0,90.4,13.4,2.0,5
1990,18.0,90.4,13.4,2.0,5
1985,24.0,114.5,18.5,3.0,5
1985,24.0,114.5,18.5,3.0,5
1992,15.0,72.2,8.5,3.0,5
1984,24.0,125.3,23.0,2.0,10
1987,20.0,113.2,16.4,2.0,1
1987,20.0,113.2,16.4,2.0,1
1963,44.0,154.5,60.3,1.0,6
1979,28.0,151.0,45.0,3.0,5
1984,23.0,114.4,18.5,3.0,5
1984,23.0,114.4,18.5,2.0,5
1967,40.0,163.0,52.0,1.0,10
1972,35.0,152.4,44.4,1.0,3
1990,17.0,90.8,11.4,3.0,9
1990,17.0,90.8,11.4,3.0,9
1967,40.0,154.8,44.0,1.0,5
1986,21.0,106.1,13.5,2.0,8
1986,21.0,106.1,13.5,2.0,8
1990,17.0,62.8,12.1,3.0,6
1993,14.0,89.0,6.0,3.0,4
1983,24.0,130.1,25.5,3.0,10
1983,24.0,130.1,25.5,3.0,10
1986,22.0,120.3,22.1,2.0,2
1986,22.0,120.3,22.1,2.0,2
1991,16.0,77.1,9.1,3.0,12
1991,16.0,77.1,9.1,3.0,12
1946,61.0,151.3,53.4,2.0,11
1980,28.0,160.3,52.3,3.0,4
1980,28.0,160.3,52.3,3.0,4
1960,46.0,146.0,37.7,1.0,7
1988,19.0,105.9,16.7,3.0,5
1988,19.0,105.9,16.7,3.0,5
1980,28.0,155.1,49.5,1.0,3
1980,28.0,155.1,49.5,1.0,3
1983,23.0,127.2,22.9,3.0,8
1983,23.0,127.2,22.9,3.0,8
1957,51.0,166.6,52.8,3.0,4
1962,46.0,145.5,43.9,3.0,4
1984,24.0,126.4,22.8,3.0,3
1984,23.0,126.3,24.3,1.0,8
1984,23.0,126.3,24.3,1.0,8
1986,25.0,123.5,24.6,1.0,2
1986,25.0,123.5,24.6,1.0,2
1989,18.0,94.8,14.6,2.0,8
1993,15.0,63.6,8.0,2.0,4
1972,35.0,154.5,47.3,2.0,8
1992,15.0,67.2,7.2,3.0,1
1959,46.0,158.7,55.8,1.0,8
1984,23.0,126.3,27.1,3.0,10
1987,20.0,118.7,19.3,3.0,9
1991,17.0,78.1,10.9,3.0,4
1953,59.0,161.3,53.7,1.0,6
1980,28.0,149.4,38.2,2.0,1
1984,23.0,124.1,25.3,3.0,9
1992,15.0,78.9,9.9,3.0,6
1992,15.0,78.9,9.9,3.0,6
1981,26.0,138.2,31.9,3.0,9
1981,26.0,138.2,31.9,3.0,9
1986,21.0,110.3,18.9,3.0,12
1986,21.0,110.3,18.9,3.0,12
1992,16.0,78.1,9.3,3.0,4
1960,47.0,150.9,49.9,1.0,1
1983,25.0,132.3,25.6,1.0,1
1983,25.0,132.3,25.6,1.0,1
1986,22.0,119.7,21.8,1.0,9
1988,19.0,103.7,15.9,1.0,5
1991,16.0,77.2,10.5,1.0,5
1984,24.0,124.5,21.8,3.0,1
1993,14.0,66.3,8.7,3.0,6
1993,14.0,66.3,8.7,3.0,6
1993,14.0,66.3,8.7,3.0,6
1945,62.0,158.3,57.9,3.0,11
1955,53.0,142.3,47.9,1.0,12
1982,25.0,129.0,30.6,3.0,3
1940,67.0,169.6,53.6,1.0,6
1944,63.0,149.6,55.3,1.0,8
1984,23.0,126.8,23.2,2.0,5
1965,42.0,154.9,51.9,1.0,8
1984,23.0,118.1,21.2,2.0,12
1957,50.0,162.4,51.7,1.0,6
1986,21.0,114.2,20.1,2.0,10
1986,21.0,114.2,20.1,2.0,10
1958,50.0,163.7,55.4,1.0,2
1984,23.0,116.6,21.6,3.0,8
1984,23.0,116.6,21.6,3.0,8
1988,19.0,96.5,14.8,2.0,12
1988,19.0,96.5,14.8,2.0,12
1988,20.0,98.8,14.8,2.0,6
1988,20.0,98.8,14.8,1.0,6
1988,20.0,98.8,14.8,2.0,6
1992,9.0,77.1,8.5,1.0,2
1992,9.0,77.1,8.5,1.0,2
1952,52.0,170.1,62.8,2.0,12
1979,28.0,160.3,50.1,2.0,11
1979,28.0,160.3,50.1,2.0,11
1953,54.0,155.6,51.7,1.0,6
1993,14.0,65.6,6.5,2.0,6
1984,23.0,127.8,26.4,2.0,11
1967,40.0,144.2,49.2,1.0,5
1987,20.0,101.9,14.3,3.0,12
1990,18.0,93.9,13.0,3.0,2
1990,18.0,93.9,13.0,3.0,2
1942,65.0,153.6,49.3,1.0,9
1988,19.0,99.1,15.3,2.0,4
1988,19.0,99.1,15.3,3.0,4
1969,39.0,160.3,59.4,2.0,5
1969,39.0,160.3,59.4,2.0,5
1957,48.0,158.1,54.4,2.0,10
1967,40.0,151.4,43.8,2.0,3
1985,23.0,120.9,20.3,3.0,2
1985,23.0,120.9,20.3,3.0,2
1987,20.0,107.5,15.1,3.0,5
1987,20.0,107.5,15.1,3.0,5
1956,51.0,166.0,51.5,1.0,4
1960,47.0,159.1,47.1,1.0,8
1977,31.0,150.6,43.6,3.0,2
1977,31.0,150.6,43.6,3.0,2
1981,26.0,136.5,26.5,2.0,10
1981,26.0,136.5,26.5,2.0,10
1957,50.0,162.5,58.2,3.0,7
1983,24.0,120.9,23.7,3.0,12
1983,24.0,120.9,23.7,3.0,12
1987,20.0,109.8,14.9,3.0,6
1987,20.0,109.8,14.9,3.0,6
1965,42.0,173.0,62.5,2.0,5
1965,42.0,173.0,62.5,2.0,5
1956,52.0,155.7,50.2,1.0,8
1952,60.0,164.9,45.0,1.0,8
1983,24.0,129.5,22.9,2.0,10
1983,24.0,129.5,22.9,2.0,10
1993,14.0,67.9,7.7,2.0,3
1982,25.0,125.0,121.6,1.0,12
1957,48.0,158.3,54.3,1.0,7
1988,19.0,100.2,15.6,2.0,7
1990,17.0,94.5,15.4,3.0,7
1993,14.0,67.0,7.4,3.0,5
1989,18.0,96.8,13.8,2.0,8
1993,14.0,65.5,6.2,3.0,4
1967,40.0,152.3,58.5,3.0,5
1967,40.0,152.3,58.5,2.0,5
1984,23.0,120.9,19.6,3.0,10
1984,23.0,120.9,19.6,3.0,10
1993,14.0,62.5,6.2,3.0,7
1993,14.0,62.5,6.2,3.0,7
1989,18.0,97.1,14.5,1.0,6
1992,16.0,74.6,9.4,2.0,7
1992,16.0,74.6,9.4,2.0,7
1975,32.0,150.0,43.3,1.0,4
1975,32.0,150.0,43.3,1.0,4
1982,25.0,128.1,24.3,1.0,6
1984,23.0,119.6,21.7,2.0,7
1981,26.0,138.0,31.1,2.0,4
1981,26.0,138.0,31.1,2.0,4
1982,25.0,126.1,23.4,2.0,10
1935,72.0,161.0,61.1,1.0,5
1981,26.0,125.0,25.9,1.0,7
1981,26.0,125.0,25.9,3.0,7
1983,24.0,118.7,21.0,3.0,7
1983,24.0,118.7,21.0,3.0,7
1960,44.0,151.8,45.7,1.0,9
1981,26.0,132.4,25.6,2.0,8
1985,22.0,113.1,19.7,1.0,11
1985,22.0,117.6,19.3,3.0,6
1985,22.0,117.6,19.3,3.0,6
1989,18.0,98.1,14.8,2.0,10
1981,26.0,136.8,31.1,1.0,6
1981,26.0,136.8,31.1,1.0,6
1983,24.0,121.3,21.4,2.0,8
1989,19.0,94.6,12.8,1.0,2
1989,19.0,94.6,12.8,1.0,2
1954,54.0,154.1,49.6,1.0,10
1984,23.0,109.4,18.5,3.0,9
1984,23.0,109.4,18.5,1.0,9
1984,23.0,109.4,18.5,3.0,9
1987,20.0,105.1,14.6,3.0,5
1991,16.0,81.6,10.3,3.0,6
1993,14.0,60.2,6.1,1.0,7
1984,23.0,122.9,23.8,2.0,7
1958,48.0,146.3,45.1,1.0,7
1981,26.0,142.3,36.2,1.0,8
1950,57.0,140.5,46.0,1.0,6
1980,27.0,140.3,34.0,1.0,7
1980,27.0,140.3,34.0,1.0,7
1983,24.0,126.5,23.6,3.0,6
1983,24.0,126.5,23.6,3.0,6
1964,41.0,158.7,45.3,1.0,6
1964,41.0,158.7,45.3,1.0,6
1968,40.0,148.1,39.9,1.0,3
1968,40.0,148.1,39.9,1.0,3
1985,23.0,120.4,20.2,1.0,3
1985,23.0,120.4,20.2,2.0,3
1987,20.0,107.5,15.3,2.0,10
1987,20.0,107.5,15.3,1.0,10
1960,47.0,165.5,54.4,1.0,5
1966,42.0,144.9,40.8,1.0,5
1990,17.0,92.9,11.4,3.0,4
1990,17.0,92.9,11.4,2.0,4
1992,15.0,72.3,7.3,3.0,11
1987,20.0,107.8,16.7,3.0,10
1987,20.0,107.8,16.7,3.0,10
1991,16.0,79.7,10.9,3.0,12
1966,40.0,159.3,61.9,1.0,5
1974,33.0,146.4,61.3,1.0,11
1987,20.0,109.3,19.3,1.0,4
1987,20.0,109.3,19.3,1.0,4
1987,18.0,96.8,14.3,1.0,4
1987,18.0,96.8,14.3,1.0,4
1985,23.0,112.5,20.5,2.0,4
1985,23.0,112.5,20.5,3.0,4
1989,18.0,88.2,12.4,3.0,8
1989,18.0,88.2,12.4,3.0,8
1993,17.0,88.0,11.6,1.0,10
1939,67.0,161.1,50.2,1.0,8
1943,64.0,150.3,54.8,1.0,7
1983,24.0,135.5,32.2,2.0,2
1981,27.0,143.5,34.6,1.0,1
1982,25.0,135.6,25.3,3.0,4
1982,25.0,135.6,25.3,3.0,4
1980,27.0,137.8,31.6,1.0,8
1980,27.0,137.8,31.6,1.0,8
1989,18.0,98.3,13.8,1.0,3
1989,18.0,98.3,13.8,1.0,3
1960,51.0,148.6,53.8,1.0,12
1983,24.0,127.0,28.6,1.0,8
1983,24.0,127.0,28.6,1.0,8
1986,22.0,112.0,19.7,2.0,4
1989,18.0,95.3,14.4,2.0,6
1989,18.0,95.3,14.4,2.0,6
1979,28.0,144.7,37.2,1.0,10
1979,28.0,144.7,37.2,1.0,10
1985,23.0,118.8,23.1,1.0,4
1952,55.0,163.4,55.0,1.0,11
1986,21.0,107.2,16.1,3.0,10
1986,21.0,107.2,16.1,3.0,10
1990,19.0,94.0,12.9,2.0,7
1990,19.0,94.0,12.9,2.0,7
1992,16.0,78.8,9.0,3.0,7
1992,16.0,78.8,9.0,3.0,7
1959,49.0,158.6,61.8,3.0,4
1959,49.0,158.6,61.8,3.0,4
1980,28.0,139.0,40.3,2.0,5
1980,28.0,139.0,40.3,2.0,5
1950,60.0,147.2,46.0,1.0,12
1979,28.0,152.1,42.8,3.0,6
1979,28.0,152.1,42.8,3.0,6
1979,28.0,141.3,31.1,1.0,6
1982,26.0,133.3,29.0,1.0,2
1982,26.0,133.3,29.0,1.0,2
1953,50.0,140.2,43.4,1.0,5
1979,29.0,144.6,33.0,1.0,6
1979,29.0,144.6,33.0,1.0,6
1982,24.0,117.7,22.4,1.0,12
1982,24.0,117.7,22.4,1.0,12
1982,24.0,117.7,22.4,2.0,12
1984,23.0,119.2,21.7,1.0,4
1988,19.0,95.9,15.0,1.0,9
1973,35.0,168.4,59.0,1.0,2
1973,35.0,168.4,59.0,1.0,2
1984,24.0,119.3,21.5,2.0,12
1984,24.0,119.3,21.5,2.0,12
1979,28.0,145.0,41.2,1.0,9
1979,28.0,145.0,41.2,1.0,9
1949,60.0,147.8,52.5,1.0,10
1984,23.0,117.1,20.6,1.0,10
1984,23.0,117.1,20.6,1.0,10
1990,17.0,84.2,11.1,1.0,12
1990,17.0,84.2,11.1,3.0,12
1990,17.0,84.2,11.1,3.0,12
1954,53.0,161.3,61.9,1.0,10
1986,21.0,110.6,18.4,2.0,5
1941,66.0,166.5,50.9,1.0,11
1980,27.0,154.5,35.8,3.0,6
1980,27.0,154.5,35.8,3.0,6
1930,77.0,145.5,39.1,1.0,11
1930,77.0,145.5,39.1,1.0,11
1930,77.0,145.5,39.1,1.0,11
1968,39.0,149.8,40.8,1.0,8
1968,39.0,149.8,40.8,1.0,8
1966,37.0,160.0,47.9,1.0,10
1966,37.0,160.0,47.9,1.0,10
1959,48.0,162.8,61.2,1.0,8
1965,42.0,152.0,55.0,1.0,3
1984,23.0,121.9,20.2,3.0,12
1984,23.0,121.9,20.2,3.0,12
1991,17.0,86.0,10.2,2.0,10
1982,25.0,116.9,19.4,1.0,6
1967,40.0,152.4,44.7,1.0,10
1988,20.0,100.8,12.8,1.0,1
1956,51.0,156.3,46.5,1.0,10
1961,46.0,152.3,49.7,1.0,6
1979,29.0,151.3,37.8,2.0,1
1966,40.0,146.9,47.6,1.0,10
1985,22.0,108.1,16.0,1.0,6
1985,22.0,108.1,16.0,1.0,6
1960,47.0,148.2,45.4,1.0,5
1983,24.0,126.0,22.9,1.0,11
1983,24.0,126.0,22.9,2.0,11
1990,17.0,86.5,10.4,1.0,5
1962,45.0,152.8,45.8,1.0,9
1970,38.0,147.3,37.8,1.0,8
1992,15.0,68.5,7.0,3.0,9
1992,15.0,68.5,7.0,3.0,9
1972,35.0,150.7,47.1,1.0,5
1939,68.0,153.5,46.7,1.0,10
1940,67.0,152.0,46.3,1.0,7
1982,26.0,130.5,25.1,1.0,4
1985,22.0,115.5,19.1,1.0,3
1985,22.0,115.5,19.1,1.0,3
1981,26.0,126.1,25.2,2.0,6
1982,26.0,124.9,20.8,1.0,11
1982,26.0,124.9,20.8,1.0,11
1991,16.0,80.8,8.7,1.0,6
1950,62.0,164.4,51.8,1.0,7
1954,53.0,146.3,43.3,1.0,7
1983,24.0,122.8,20.4,1.0,12
1993,14.0,70.8,8.1,2.0,4
1952,55.0,150.4,37.6,1.0,5
1982,24.0,125.9,21.7,3.0,5
